ophys_experiment_id,equipment_name,full_genotype,mouse_id,reporter_line,driver_line,sex,age_in_days,cre_line,indicator,session_number,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,ophys_session_id,behavior_session_id,ophys_container_id,project_code,imaging_depth,targeted_structure,date_of_acquisition,session_type,file_id
994278281,CAM2P.4,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,476970,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,196.0,Sst-IRES-Cre,GCaMP6f,3.0,0,41.0,2,994199725,994210659,991913453,VisualBehaviorTask1B,275,VISp,2019-12-13 20:34:10.000000,OPHYS_3_images_B,994320564
994790561,CAM2P.4,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,476970,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,199.0,Sst-IRES-Cre,GCaMP6f,3.0,1,42.0,3,994731371,994743822,991913453,VisualBehaviorTask1B,275,VISp,2019-12-16 21:20:41.000000,OPHYS_3_images_B,994831840
994955425,CAM2P.4,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,476970,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,200.0,Sst-IRES-Cre,GCaMP6f,4.0,0,0.0,4,994883056,994894518,991913453,VisualBehaviorTask1B,275,VISp,2019-12-17 19:02:07.000000,OPHYS_4_images_A,995003435
995280513,CAM2P.4,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,476970,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,201.0,Sst-IRES-Cre,GCaMP6f,4.0,1,1.0,5,995115654,995142529,991913453,VisualBehaviorTask1B,275,VISp,2019-12-18 19:50:24.000000,OPHYS_4_images_A,995502580
995439942,CAM2P.4,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,476970,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,202.0,Sst-IRES-Cre,GCaMP6f,6.0,0,2.0,6,995359867,995379633,991913453,VisualBehaviorTask1B,275,VISp,2019-12-19 21:10:05.000000,OPHYS_6_images_A,995523140
995622557,CAM2P.4,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,476970,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,203.0,Sst-IRES-Cre,GCaMP6f,5.0,0,3.0,7,995560574,995570835,991913453,VisualBehaviorTask1B,275,VISp,2019-12-20 18:26:12.000000,OPHYS_5_images_A_passive,995659072
792815735,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,412036,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],F,148.0,Vip-IRES-Cre,GCaMP6f,1.0,0,19.0,1,792619807,792680306,791352433,VisualBehavior,175,VISp,2018-12-10 21:19:50.000000,OPHYS_1_images_A,859887405
795073741,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,412036,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],F,151.0,Vip-IRES-Cre,GCaMP6f,3.0,0,21.0,3,794918442,794968300,791352433,VisualBehavior,175,VISp,2018-12-13 21:11:17.000000,OPHYS_3_images_A,859887459
795953296,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,412036,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],F,152.0,Vip-IRES-Cre,GCaMP6f,4.0,0,0.0,4,795625712,795742990,791352433,VisualBehavior,175,VISp,2018-12-14 20:17:05.000000,OPHYS_4_images_B,859887431
796108483,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,412036,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],F,153.0,Vip-IRES-Cre,GCaMP6f,5.0,0,1.0,5,796044280,796052844,791352433,VisualBehavior,175,VISp,2018-12-15 20:56:37.000000,OPHYS_5_images_B_passive,859888310
796308505,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,412036,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],F,154.0,Vip-IRES-Cre,GCaMP6f,6.0,0,2.0,6,796236521,796251270,791352433,VisualBehavior,175,VISp,2018-12-16 20:44:48.000000,OPHYS_6_images_B,859887448
798404219,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,412036,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],F,156.0,Vip-IRES-Cre,GCaMP6f,2.0,1,22.0,7,798007990,798126878,791352433,VisualBehavior,175,VISp,2018-12-18 23:26:29.000000,OPHYS_2_images_A_passive,859888258
826587940,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,131.0,Vip-IRES-Cre,GCaMP6f,1.0,0,11.0,1,825682242,825888541,825183217,VisualBehavior,175,VISp,2019-02-20 15:22:44.000000,OPHYS_1_images_A,859911267
830093338,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,138.0,Vip-IRES-Cre,GCaMP6f,4.0,0,0.0,6,829521794,829578829,825183217,VisualBehavior,175,VISp,2019-02-27 16:09:43.000000,OPHYS_4_images_B,859900570
830700800,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,139.0,Vip-IRES-Cre,GCaMP6f,5.0,0,1.0,7,830148632,830255592,825183217,VisualBehavior,175,VISp,2019-02-28 15:42:08.000000,OPHYS_5_images_B_passive,859912161
832115263,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,143.0,Vip-IRES-Cre,GCaMP6f,6.0,1,3.0,9,831761261,831824426,825183217,VisualBehavior,175,VISp,2019-03-04 15:53:53.000000,OPHYS_6_images_B,1083983392
833631914,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,145.0,Vip-IRES-Cre,GCaMP6f,6.0,2,4.0,10,832881662,832981154,825183217,VisualBehavior,175,VISp,2019-03-06 15:34:35.000000,OPHYS_6_images_B,859911950
836258957,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,151.0,Vip-IRES-Cre,GCaMP6f,3.0,0,17.0,12,835795999,835820832,825183217,VisualBehavior,175,VISp,2019-03-12 14:24:57.000000,OPHYS_3_images_A,859911933
836911939,CAM2P.4,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,429952,Ai148(TIT2L-GC6f-ICL-tTA2),['Vip-IRES-Cre'],M,152.0,Vip-IRES-Cre,GCaMP6f,2.0,3,18.0,13,836322359,836399024,825183217,VisualBehavior,175,VISp,2019-03-13 14:48:08.000000,OPHYS_2_images_A_passive,859851491
